UserID,ProductID,Interaction,Timestamp,Category,InteractionWeight
U420,24946,purchased,2022-10-20 22:29:06,Apparel,5
U376,40322,purchased,2022-12-17 18:45:17,Footwear,5
U44,40159,purchased,2022-02-22 05:19:49,Apparel,5
U55,38938,added_to_cart,2022-01-27 02:42:27,Apparel,3
U487,16155,added_to_cart,2022-12-11 05:25:00,Footwear,3
U23,34453,viewed,2022-01-07 14:18:27,Footwear,1
U53,40153,purchased,2022-02-26 13:29:45,Apparel,5
U117,5422,purchased,2022-05-27 14:31:38,Apparel,5
U41,18492,added_to_cart,2022-02-07 10:28:49,Footwear,3
U199,13704,added_to_cart,2021-11-05 01:21:56,Footwear,3
U303,37558,purchased,2022-04-14 15:04:20,Apparel,5
U452,15268,added_to_cart,2022-03-16 05:31:59,Footwear,3
U317,24908,added_to_cart,2022-04-26 08:16:40,Apparel,3
U361,39638,added_to_cart,2022-12-10 01:17:32,Footwear,3
U156,37561,added_to_cart,2021-08-09 05:03:59,Apparel,3
U436,3550,purchased,2022-07-05 22:53:23,Footwear,5
U218,13555,purchased,2021-09-12 10:01:49,Footwear,5
U422,17846,added_to_cart,2022-07-30 15:00:55,Footwear,3
U242,6826,purchased,2021-08-16 09:35:40,Footwear,5
U425,17677,purchased,2022-10-12 16:20:17,Footwear,5
U182,14341,added_to_cart,2021-08-04 16:32:36,Footwear,3
U247,50718,added_to_cart,2021-12-02 22:00:43,Apparel,3
U153,11976,added_to_cart,2022-12-14 04:28:41,Footwear,3
U328,44714,viewed,2022-09-11 19:59:39,Footwear,1
U206,42029,purchased,2022-09-24 00:02:49,Footwear,5
U450,3810,viewed,2021-10-19 05:53:50,Apparel,1
U86,4072,added_to_cart,2021-10-22 12:51:26,Footwear,3
U30,9038,purchased,2021-10-06 10:10:09,Footwear,5
U320,39845,viewed,2022-09-13 07:51:00,Apparel,1
U485,31151,added_to_cart,2022-02-20 00:44:29,Apparel,3
U489,37221,added_to_cart,2021-10-20 01:49:04,Apparel,3
U239,43691,added_to_cart,2021-06-19 19:35:20,Apparel,3
U366,39310,viewed,2022-05-15 06:13:17,Footwear,1
U406,8336,added_to_cart,2021-11-12 05:21:35,Apparel,3
U286,41305,viewed,2021-09-09 20:54:35,Apparel,1
U3,15406,purchased,2022-11-20 19:30:26,Footwear,5
U109,38342,added_to_cart,2022-02-14 08:01:54,Apparel,3
U38,13704,added_to_cart,2022-08-19 22:01:31,Footwear,3
U233,3899,added_to_cart,2022-08-10 06:50:53,Apparel,3
U375,2728,viewed,2022-07-11 00:25:12,Apparel,1
U106,41438,viewed,2021-08-25 04:57:49,Footwear,1
U425,49578,added_to_cart,2022-05-03 15:53:41,Footwear,3
U352,35588,viewed,2021-09-12 15:02:43,Footwear,1
U342,22846,viewed,2021-12-20 14:05:59,Footwear,1
U439,4199,viewed,2022-06-03 09:20:20,Apparel,1
U145,37543,viewed,2021-07-12 21:37:50,Apparel,1
U79,40992,viewed,2021-10-23 13:19:07,Apparel,1
U491,59146,added_to_cart,2022-07-30 17:53:53,Footwear,3
U76,9110,purchased,2021-08-06 01:18:21,Footwear,5
U284,24121,added_to_cart,2021-12-30 11:59:26,Footwear,3
U317,58328,added_to_cart,2021-10-28 11:22:12,Footwear,3
U130,3813,added_to_cart,2021-10-18 02:55:34,Apparel,3
U433,36000,added_to_cart,2021-09-17 20:56:21,Apparel,3
U110,24463,purchased,2022-09-06 20:06:19,Footwear,5
U66,41755,purchased,2022-09-02 09:07:37,Apparel,5
U386,37586,purchased,2021-10-30 17:26:53,Apparel,5
U54,39864,viewed,2022-03-08 21:23:43,Apparel,1
U103,8970,purchased,2021-09-28 17:29:50,Footwear,5
U20,35995,viewed,2022-06-13 15:03:11,Apparel,1
U414,34650,purchased,2022-05-24 15:00:11,Footwear,5
U54,39010,added_to_cart,2022-10-24 17:51:15,Apparel,3
U22,41751,purchased,2022-08-03 11:21:31,Apparel,5
U231,36313,purchased,2022-06-17 23:34:47,Apparel,5
U255,39974,viewed,2021-11-08 21:40:10,Footwear,1
U368,15385,purchased,2022-12-21 09:41:18,Footwear,5
U437,34749,purchased,2022-11-15 16:30:56,Footwear,5
U356,42592,purchased,2022-12-15 15:43:51,Apparel,5
U56,33266,purchased,2022-04-07 01:59:28,Apparel,5
U420,6338,viewed,2021-07-09 09:06:26,Footwear,1
U102,54120,added_to_cart,2022-08-27 11:51:30,Footwear,3
U426,35573,purchased,2022-01-27 23:04:28,Footwear,5
U92,4219,purchased,2021-06-16 19:54:45,Apparel,5
U51,7753,purchased,2022-02-09 08:08:09,Footwear,5
U437,38482,purchased,2021-09-07 07:56:07,Apparel,5
U264,53136,purchased,2022-11-11 11:39:48,Footwear,5
U146,39746,viewed,2022-07-18 00:43:22,Apparel,1
U312,36213,viewed,2022-11-19 00:43:27,Apparel,1
U464,20782,added_to_cart,2021-09-17 16:12:46,Footwear,3
U49,34518,viewed,2022-11-15 02:20:19,Footwear,1
U398,33825,viewed,2021-12-21 06:21:58,Footwear,1
U256,39201,viewed,2021-06-03 05:24:56,Footwear,1
U105,5319,purchased,2021-09-14 20:09:27,Footwear,5
U380,22733,viewed,2022-04-30 17:19:18,Footwear,1
U379,13081,viewed,2021-08-27 02:24:47,Footwear,1
U257,47458,purchased,2021-10-20 02:35:46,Footwear,5
U231,37583,added_to_cart,2022-05-12 11:02:49,Apparel,3
U484,38287,purchased,2022-04-08 19:13:49,Apparel,5
U277,2618,viewed,2021-06-29 09:30:08,Footwear,1
U127,21038,added_to_cart,2022-07-23 09:27:38,Footwear,3
U63,11941,viewed,2022-11-25 23:49:55,Footwear,1
U444,34013,purchased,2022-02-04 17:29:33,Apparel,5
U263,4579,added_to_cart,2021-10-20 14:13:43,Footwear,3
U382,20805,purchased,2022-11-02 08:21:23,Footwear,5
U419,34023,viewed,2022-08-11 20:12:37,Apparel,1
U488,8348,viewed,2022-01-10 13:09:04,Apparel,1
U58,39570,added_to_cart,2022-07-21 12:06:59,Footwear,3
U131,22702,viewed,2021-12-16 12:28:55,Footwear,1
U121,6447,added_to_cart,2022-06-18 14:31:10,Footwear,3
U29,31105,added_to_cart,2022-11-12 06:38:20,Apparel,3
U275,57849,purchased,2022-12-25 19:29:48,Footwear,5
U284,34091,viewed,2021-11-08 16:05:11,Apparel,1
U482,42594,viewed,2021-10-30 17:28:19,Apparel,1
U340,24455,purchased,2022-02-15 19:29:34,Footwear,5
U347,3842,purchased,2021-07-08 06:24:53,Footwear,5
U466,58460,purchased,2022-06-27 10:37:01,Apparel,5
U140,33266,added_to_cart,2022-08-08 03:18:39,Apparel,3
U337,16994,viewed,2022-02-02 00:04:04,Footwear,1
U423,26563,purchased,2022-09-01 06:28:25,Footwear,5
U394,35879,viewed,2022-07-13 03:47:48,Apparel,1
U165,46614,added_to_cart,2021-09-26 12:56:57,Footwear,3
U481,24910,purchased,2022-04-24 23:18:15,Apparel,5
U133,9031,added_to_cart,2021-10-14 21:57:39,Footwear,3
U384,38957,purchased,2022-11-27 16:11:42,Apparel,5
U180,18175,viewed,2022-01-30 22:12:13,Apparel,1
U141,12702,added_to_cart,2021-09-05 04:20:52,Footwear,3
U386,26983,added_to_cart,2021-08-16 15:01:58,Apparel,3
U166,38768,viewed,2021-07-21 10:04:45,Apparel,1
U455,8333,viewed,2021-07-30 19:40:53,Apparel,1
U216,53137,purchased,2021-07-01 05:05:52,Footwear,5
U354,30716,purchased,2022-09-08 22:05:59,Apparel,5
U367,34108,purchased,2021-09-01 16:25:25,Apparel,5
U7,47248,added_to_cart,2022-01-21 14:03:10,Footwear,3
U461,20856,viewed,2022-02-10 12:13:52,Footwear,1
U224,37559,purchased,2022-02-14 03:24:46,Apparel,5
U363,38249,viewed,2022-09-02 16:28:23,Apparel,1
U250,40971,viewed,2022-10-17 00:08:48,Footwear,1
U290,43369,added_to_cart,2022-07-03 21:08:53,Footwear,3
U106,39319,added_to_cart,2022-03-08 00:48:04,Apparel,3
U431,34168,purchased,2021-09-08 13:41:16,Apparel,5
U86,38949,added_to_cart,2022-02-02 19:50:20,Apparel,3
U240,41747,added_to_cart,2021-09-05 05:39:21,Apparel,3
U364,37590,viewed,2022-08-12 07:16:27,Apparel,1
U245,2742,added_to_cart,2022-10-03 06:43:47,Apparel,3
U284,41298,viewed,2022-06-17 08:35:08,Apparel,1
U295,5404,viewed,2022-08-16 11:34:59,Footwear,1
U157,4724,added_to_cart,2021-09-17 20:05:32,Apparel,3
U295,5461,viewed,2022-10-28 04:13:05,Footwear,1
U228,35575,added_to_cart,2022-06-23 18:31:33,Footwear,3
U105,34035,purchased,2022-08-09 13:26:54,Apparel,5
U58,39328,viewed,2022-10-16 22:46:05,Apparel,1
U367,37550,viewed,2022-09-07 09:01:44,Apparel,1
U428,49461,viewed,2021-09-03 14:20:11,Footwear,1
U415,34103,added_to_cart,2022-05-27 00:53:47,Apparel,3
U15,44511,purchased,2022-03-15 07:51:57,Footwear,5
U134,54959,purchased,2021-09-01 13:00:49,Apparel,5
U430,2826,purchased,2021-07-25 14:54:28,Footwear,5
U136,10037,added_to_cart,2021-06-29 16:33:54,Footwear,3
U104,41962,viewed,2021-12-13 20:02:34,Apparel,1
U148,39838,added_to_cart,2022-09-12 03:41:01,Apparel,3
U328,39859,added_to_cart,2021-12-09 01:55:32,Apparel,3
U446,54143,added_to_cart,2022-09-01 06:02:51,Footwear,3
U409,8351,added_to_cart,2022-08-08 04:20:39,Apparel,3
U137,11517,purchased,2021-07-04 09:47:52,Footwear,5
U108,45407,viewed,2021-09-25 20:26:19,Footwear,1
U159,13539,viewed,2021-06-27 13:45:17,Footwear,1
U338,9202,purchased,2022-02-17 17:58:15,Footwear,5
U231,41967,added_to_cart,2022-03-18 00:58:48,Apparel,3
U433,8970,purchased,2022-10-23 15:51:27,Footwear,5
U323,4213,purchased,2022-03-18 12:58:54,Apparel,5
U441,22305,added_to_cart,2022-05-28 04:44:25,Footwear,3
U74,37622,purchased,2022-11-30 09:31:22,Apparel,5
U185,34189,added_to_cart,2022-02-24 08:16:08,Apparel,3
U155,34096,added_to_cart,2022-04-02 00:32:53,Apparel,3
U153,22137,purchased,2021-09-23 18:45:52,Footwear,5
U101,40159,purchased,2022-11-25 01:27:16,Apparel,5
U284,4186,viewed,2022-11-15 14:05:13,Apparel,1
U409,37594,viewed,2022-05-29 22:21:16,Apparel,1
U433,44715,purchased,2022-07-18 21:07:15,Footwear,5
U159,2712,viewed,2021-08-14 16:25:29,Apparel,1
U28,36321,purchased,2021-08-01 08:38:16,Apparel,5
U254,44462,purchased,2022-04-13 05:22:33,Footwear,5
U221,36728,added_to_cart,2021-09-30 09:36:18,Apparel,3
U304,23133,added_to_cart,2022-11-28 06:39:09,Apparel,3
U447,40980,viewed,2022-01-01 23:49:50,Apparel,1
U46,37246,viewed,2022-09-27 08:02:19,Footwear,1
U159,34175,added_to_cart,2021-08-04 19:56:22,Apparel,3
U153,41303,added_to_cart,2022-07-02 11:06:27,Apparel,3
U480,11985,purchased,2021-11-19 21:51:46,Footwear,5
U297,34632,added_to_cart,2022-09-02 02:09:56,Footwear,3
U273,47640,purchased,2022-11-10 06:33:15,Footwear,5
U283,2746,purchased,2021-12-03 03:57:18,Apparel,5
U249,5216,purchased,2021-12-12 04:18:06,Apparel,5
U336,42043,viewed,2022-05-14 00:33:39,Footwear,1
U352,28655,purchased,2021-06-18 15:26:52,Footwear,5
U201,57935,added_to_cart,2022-01-02 10:49:15,Footwear,3
U115,34516,added_to_cart,2022-05-27 11:58:47,Footwear,3
U189,9036,viewed,2022-05-17 01:36:16,Footwear,1
U168,34055,viewed,2021-11-30 18:38:18,Apparel,1
U215,26553,added_to_cart,2022-02-18 06:25:12,Footwear,3
U313,17742,purchased,2022-07-16 21:47:19,Footwear,5
U335,32848,purchased,2022-04-27 05:55:48,Footwear,5
U79,35894,added_to_cart,2022-11-14 00:28:48,Apparel,3
U230,20869,viewed,2022-03-24 06:34:52,Footwear,1
U249,35892,purchased,2022-02-10 05:23:01,Apparel,5
U432,14408,purchased,2022-11-06 07:48:13,Footwear,5
U157,35445,added_to_cart,2022-02-03 15:58:12,Apparel,3
U318,23848,purchased,2021-06-21 22:22:24,Footwear,5
U139,7843,viewed,2021-06-12 05:10:24,Footwear,1
U409,10755,added_to_cart,2022-06-27 00:24:20,Footwear,3
U194,37597,viewed,2022-02-11 13:47:08,Apparel,1
U15,43688,purchased,2022-12-12 22:45:13,Apparel,5
U386,30730,added_to_cart,2021-11-09 02:16:44,Apparel,3
U40,21868,viewed,2022-08-29 16:24:08,Apparel,1
U359,3569,added_to_cart,2022-03-02 06:07:47,Footwear,3
U74,8354,viewed,2021-10-05 12:33:30,Apparel,1
U232,19879,added_to_cart,2022-02-06 19:23:18,Footwear,3
U366,56884,purchased,2021-07-12 05:02:36,Footwear,5
U454,12702,purchased,2022-07-16 14:44:28,Footwear,5
U208,17044,viewed,2022-07-25 14:38:47,Footwear,1
U154,5904,added_to_cart,2022-11-04 12:57:16,Footwear,3
U376,37966,added_to_cart,2021-08-05 09:21:13,Footwear,3
U82,40129,viewed,2022-11-07 03:24:00,Apparel,1
U43,43957,purchased,2022-04-08 00:17:02,Footwear,5
U86,48253,added_to_cart,2022-11-06 02:03:55,Apparel,3
U323,2628,purchased,2021-08-17 22:16:47,Footwear,5
U107,37512,added_to_cart,2022-12-14 19:20:00,Apparel,3
U310,31172,purchased,2021-07-08 00:22:10,Apparel,5
U313,23814,purchased,2021-07-19 17:31:30,Footwear,5
U21,37597,purchased,2022-10-30 07:16:28,Apparel,5
U342,4638,viewed,2022-02-01 03:34:30,Footwear,1
U148,12956,purchased,2022-02-26 12:13:58,Footwear,5
U20,8357,added_to_cart,2022-10-20 22:37:58,Apparel,3
U435,57302,added_to_cart,2021-06-30 19:23:45,Footwear,3
U254,37209,viewed,2021-07-20 22:26:33,Apparel,1
U59,13019,added_to_cart,2022-08-19 05:00:46,Footwear,3
U382,18665,added_to_cart,2022-07-20 23:51:50,Footwear,3
U473,34018,viewed,2021-11-07 22:43:56,Apparel,1
U301,33107,added_to_cart,2021-06-23 13:24:32,Footwear,3
U370,43691,purchased,2022-02-03 22:58:04,Apparel,5
U79,38345,viewed,2022-10-01 20:33:18,Apparel,1
U304,13676,added_to_cart,2022-03-19 09:12:48,Footwear,3
U255,4342,purchased,2022-05-29 06:32:07,Footwear,5
U127,15314,viewed,2021-06-17 22:11:35,Footwear,1
U40,34185,added_to_cart,2022-12-18 05:46:19,Apparel,3
U167,39324,purchased,2022-10-14 12:48:10,Apparel,5
U400,23677,added_to_cart,2022-11-21 08:28:00,Footwear,3
U352,13685,added_to_cart,2022-10-31 04:19:37,Footwear,3
U145,47562,purchased,2022-06-15 03:03:29,Footwear,5
U494,45355,purchased,2021-10-20 20:46:30,Footwear,5
U362,3557,viewed,2021-08-26 00:48:55,Footwear,1
U441,42019,purchased,2021-08-19 16:20:51,Footwear,5
U304,39577,purchased,2022-04-04 22:54:40,Footwear,5
U207,10267,purchased,2022-11-02 23:04:55,Footwear,5
U135,3306,purchased,2022-09-19 16:06:03,Footwear,5
U67,48253,added_to_cart,2021-07-20 05:09:43,Apparel,3
U188,41747,viewed,2022-07-31 00:01:37,Apparel,1
U431,15713,added_to_cart,2022-03-07 19:42:59,Footwear,3
U330,11497,viewed,2021-08-25 20:36:36,Footwear,1
U151,39579,added_to_cart,2022-06-15 03:21:20,Footwear,3
U376,19387,added_to_cart,2022-02-16 01:40:20,Footwear,3
U344,54121,purchased,2022-10-29 00:53:48,Footwear,5
U46,40924,purchased,2022-05-29 22:41:58,Apparel,5
U432,24912,viewed,2022-08-13 15:35:09,Apparel,1
U412,3620,added_to_cart,2022-06-11 23:59:36,Footwear,3
U377,41750,added_to_cart,2022-05-04 03:02:04,Apparel,3
U169,46732,purchased,2022-10-20 09:25:35,Apparel,5
U237,38336,purchased,2021-12-20 04:07:16,Apparel,5
U255,41008,purchased,2022-01-15 18:14:04,Apparel,5
U95,39845,added_to_cart,2022-05-26 00:23:28,Apparel,3
U292,12846,viewed,2022-03-20 10:08:21,Apparel,1
U403,26553,added_to_cart,2022-12-27 15:55:35,Footwear,3
U412,31161,added_to_cart,2022-03-18 01:25:56,Apparel,3
U114,40928,purchased,2021-10-25 16:03:34,Apparel,5
U121,35378,added_to_cart,2022-03-06 12:33:32,Footwear,3
U86,36615,purchased,2022-01-13 20:12:50,Footwear,5
U406,43685,purchased,2021-09-10 23:56:56,Apparel,5
U58,5404,purchased,2022-05-15 03:20:11,Footwear,5
U278,36728,purchased,2022-10-29 18:03:28,Apparel,5
U139,37590,purchased,2022-10-02 16:46:47,Apparel,5
U250,41751,viewed,2021-06-14 17:31:09,Apparel,1
U462,17010,purchased,2022-12-26 14:01:35,Footwear,5
U184,45330,viewed,2022-05-01 12:08:24,Footwear,1
U197,34011,added_to_cart,2021-07-23 19:06:00,Apparel,3
U422,41439,viewed,2021-06-19 12:35:52,Footwear,1
U100,12967,viewed,2021-08-04 11:51:34,Footwear,1
U318,31110,purchased,2022-02-11 02:27:40,Apparel,5
U475,45349,purchased,2022-03-03 07:04:18,Footwear,5
U354,14383,viewed,2022-11-03 05:28:07,Footwear,1
U157,7364,added_to_cart,2022-10-07 01:58:45,Footwear,3
U435,14437,purchased,2022-07-30 19:57:42,Footwear,5
U426,25574,added_to_cart,2021-09-05 15:13:34,Footwear,3
U347,40953,added_to_cart,2022-08-27 07:44:40,Apparel,3
U478,3820,added_to_cart,2021-11-19 22:07:09,Apparel,3
U332,25520,purchased,2021-08-06 11:54:35,Apparel,5
U46,21723,purchased,2022-04-04 14:07:18,Footwear,5
U369,25503,added_to_cart,2022-12-28 16:02:42,Apparel,3
U114,26531,viewed,2022-06-27 15:04:02,Footwear,1
U340,35714,added_to_cart,2021-10-11 05:39:57,Footwear,3
U254,40127,viewed,2022-10-04 09:14:21,Apparel,1
U381,55656,viewed,2022-07-29 20:05:46,Footwear,1
U346,5600,purchased,2022-03-03 19:48:42,Footwear,5
U477,13073,added_to_cart,2021-10-30 16:07:43,Footwear,3
U128,36418,added_to_cart,2022-02-22 15:46:22,Footwear,3
U447,41307,purchased,2021-10-20 19:38:10,Apparel,5
U186,36721,purchased,2021-06-26 19:57:55,Apparel,5
U173,56882,added_to_cart,2022-11-23 01:35:50,Footwear,3
U69,47598,viewed,2021-09-23 02:38:26,Footwear,1
U298,3904,added_to_cart,2022-05-09 08:31:09,Apparel,3
U464,34189,purchased,2022-04-10 12:01:02,Apparel,5
U106,34115,added_to_cart,2021-07-04 08:58:23,Apparel,3
U164,40949,viewed,2022-09-12 15:24:36,Apparel,1
U236,8371,added_to_cart,2022-12-17 23:40:06,Apparel,3
U308,6396,added_to_cart,2022-02-24 19:19:44,Footwear,3
U316,32853,added_to_cart,2021-10-09 14:26:21,Footwear,3
U167,37632,viewed,2022-10-29 23:22:23,Apparel,1
U20,37523,added_to_cart,2022-04-10 23:59:51,Apparel,3
U369,37632,purchased,2021-10-01 10:46:27,Apparel,5
U360,25504,added_to_cart,2021-12-18 13:20:53,Apparel,3
U24,53445,viewed,2021-12-22 10:35:57,Footwear,1
U468,31153,viewed,2021-08-30 02:45:14,Apparel,1
U436,38288,viewed,2022-05-20 18:36:31,Apparel,1
U20,5375,purchased,2021-10-16 22:59:06,Footwear,5
U499,34063,viewed,2021-11-25 10:21:13,Apparel,1
U10,17822,purchased,2022-06-10 21:14:40,Footwear,5
U406,8380,purchased,2022-12-19 14:19:41,Apparel,5
U387,43686,purchased,2022-09-08 13:23:57,Apparel,5
U136,41988,purchased,2022-08-18 07:14:53,Apparel,5
U422,39609,added_to_cart,2022-06-30 20:14:54,Footwear,3
U485,41993,added_to_cart,2022-08-15 11:08:06,Apparel,3
U223,31172,viewed,2022-05-30 19:30:06,Apparel,1
U306,2695,added_to_cart,2022-02-15 04:36:35,Apparel,3
U453,36442,viewed,2022-10-21 10:03:43,Footwear,1
U247,8418,added_to_cart,2022-12-02 12:45:35,Apparel,3
U58,8912,added_to_cart,2022-11-09 04:38:08,Footwear,3
U117,38952,added_to_cart,2022-10-07 06:39:34,Apparel,3
U222,14452,viewed,2021-11-26 03:15:35,Footwear,1
U266,50740,viewed,2022-06-14 03:23:01,Footwear,1
U260,37571,viewed,2022-11-30 04:00:50,Apparel,1
U78,13679,viewed,2022-08-18 04:40:25,Footwear,1
U366,47615,viewed,2022-03-03 03:59:59,Footwear,1
U446,28655,viewed,2022-12-16 00:20:02,Footwear,1
U340,29576,viewed,2022-08-25 02:07:59,Footwear,1
U438,32647,purchased,2021-07-29 22:49:32,Apparel,5
U93,31123,viewed,2022-07-11 20:38:47,Apparel,1
U499,39944,added_to_cart,2022-12-25 22:24:31,Footwear,3
U198,34034,viewed,2021-10-07 08:09:24,Apparel,1
U92,2629,viewed,2022-05-22 23:06:22,Footwear,1
U209,10268,added_to_cart,2021-12-23 00:40:50,Footwear,3
U42,8971,viewed,2021-08-16 11:06:21,Footwear,1
U285,25520,added_to_cart,2021-09-16 17:51:30,Apparel,3
U248,13555,added_to_cart,2022-03-21 15:13:23,Footwear,3
U73,38922,added_to_cart,2022-10-05 04:25:34,Apparel,3
U46,6448,added_to_cart,2022-02-14 09:55:55,Footwear,3
U16,34156,purchased,2022-08-20 13:49:10,Apparel,5
U27,49576,purchased,2021-11-14 17:43:03,Footwear,5
U500,34105,added_to_cart,2021-08-27 20:55:10,Apparel,3
U414,5428,added_to_cart,2022-08-18 08:44:03,Apparel,3
U438,36320,added_to_cart,2022-06-21 21:23:43,Apparel,3
U476,3307,purchased,2022-07-12 00:39:28,Footwear,5
U276,35725,added_to_cart,2022-10-05 19:12:09,Footwear,3
U346,32841,viewed,2022-10-10 14:13:01,Footwear,1
U465,35802,viewed,2021-12-07 22:59:03,Footwear,1
U135,33649,viewed,2022-02-19 22:03:19,Footwear,1
U285,6643,viewed,2021-07-21 16:45:16,Footwear,1
U203,4579,purchased,2022-02-27 02:20:55,Footwear,5
U210,42028,viewed,2021-09-22 19:29:13,Footwear,1
U109,54121,added_to_cart,2022-04-01 03:33:39,Footwear,3
U341,54529,purchased,2022-05-29 13:28:27,Footwear,5
U165,19865,purchased,2022-08-14 16:13:44,Footwear,5
U48,42042,viewed,2022-04-14 12:27:37,Footwear,1
U314,22277,added_to_cart,2022-11-01 19:36:03,Footwear,3
U65,8375,added_to_cart,2022-09-04 11:50:34,Apparel,3
U497,3996,added_to_cart,2022-07-20 05:41:00,Footwear,3
U9,1836,added_to_cart,2022-07-17 00:58:28,Footwear,3
U259,8172,added_to_cart,2022-04-25 12:30:57,Footwear,3
U67,40997,added_to_cart,2021-07-14 02:38:55,Apparel,3
U134,15044,added_to_cart,2022-10-10 11:15:03,Apparel,3
U245,41757,added_to_cart,2021-10-04 16:24:20,Apparel,3
U324,6446,viewed,2021-10-05 18:21:33,Footwear,1
U311,43694,added_to_cart,2022-09-06 14:28:58,Apparel,3
U151,34064,viewed,2022-08-31 20:22:41,Apparel,1
U461,26562,added_to_cart,2022-07-27 03:50:41,Footwear,3
U287,37574,viewed,2022-05-10 08:20:42,Apparel,1
U41,33086,viewed,2022-07-18 16:36:14,Footwear,1
U19,33523,viewed,2022-02-27 07:12:21,Footwear,1
U406,8367,added_to_cart,2022-02-04 15:39:58,Apparel,3
U266,15722,added_to_cart,2021-08-31 05:03:27,Footwear,3
U76,5665,added_to_cart,2021-12-08 19:31:15,Footwear,3
U265,24943,viewed,2021-07-02 07:00:31,Apparel,1
U75,41868,purchased,2021-09-14 00:13:17,Footwear,5
U293,40927,added_to_cart,2022-01-07 15:47:32,Apparel,3
U117,31091,purchased,2022-08-06 06:20:51,Apparel,5
U419,21091,purchased,2022-12-24 22:30:04,Footwear,5
U15,41009,purchased,2022-07-24 01:42:10,Apparel,5
U447,44203,purchased,2022-07-24 13:26:05,Footwear,5
U231,13679,added_to_cart,2021-11-23 00:32:16,Footwear,3
U109,44188,purchased,2022-05-26 01:25:23,Footwear,5
U131,35877,purchased,2022-07-08 07:24:10,Apparel,5
U103,38344,viewed,2022-02-13 14:25:33,Apparel,1
U417,31971,added_to_cart,2021-12-24 21:28:36,Footwear,3
U463,9054,added_to_cart,2022-01-31 02:09:56,Footwear,3
U74,17018,added_to_cart,2022-08-19 14:56:09,Footwear,3
U82,38504,added_to_cart,2022-02-24 19:53:53,Apparel,3
U337,35451,added_to_cart,2022-06-16 10:52:43,Apparel,3
U149,9205,purchased,2021-06-17 12:15:25,Footwear,5
U271,6440,added_to_cart,2021-06-13 18:59:13,Footwear,3
U393,39746,purchased,2022-07-03 17:10:12,Apparel,5
U200,49493,viewed,2021-08-02 15:29:05,Footwear,1
U222,44572,added_to_cart,2022-10-06 02:07:32,Footwear,3
U286,41309,purchased,2022-01-25 21:22:53,Apparel,5
U482,39844,added_to_cart,2021-08-02 11:33:33,Apparel,3
U232,39547,added_to_cart,2022-07-24 06:51:01,Footwear,3
U466,35445,added_to_cart,2021-12-26 18:00:03,Apparel,3
U48,39746,added_to_cart,2022-04-29 00:22:02,Apparel,3
U405,40784,added_to_cart,2022-05-23 21:19:27,Footwear,3
U352,10635,added_to_cart,2021-07-15 05:56:26,Footwear,3
U409,33308,added_to_cart,2022-07-09 22:10:23,Apparel,3
U419,5424,purchased,2022-09-03 11:04:20,Apparel,5
U283,39857,added_to_cart,2021-08-31 07:43:24,Apparel,3
U207,18495,added_to_cart,2021-09-10 12:09:09,Footwear,3
U34,39853,purchased,2022-03-14 06:49:17,Apparel,5
U85,38652,purchased,2022-12-06 07:07:14,Footwear,5
U470,21471,viewed,2021-11-01 14:16:37,Footwear,1
U168,37515,added_to_cart,2022-12-18 23:48:52,Apparel,3
U445,56975,purchased,2021-06-17 06:12:46,Footwear,5
U93,40145,purchased,2022-03-16 22:41:22,Apparel,5
U202,41452,viewed,2022-09-01 19:47:30,Footwear,1
U261,9927,purchased,2021-08-14 23:07:25,Apparel,5
U160,3813,added_to_cart,2021-09-15 11:58:46,Apparel,3
U117,8382,viewed,2021-12-16 07:06:08,Apparel,1
U333,24251,viewed,2021-10-04 17:07:33,Footwear,1
U391,41452,purchased,2022-01-04 07:30:46,Footwear,5
U5,13360,viewed,2022-11-13 18:16:53,Footwear,1
U464,35997,purchased,2022-08-21 04:35:06,Apparel,5
U337,4141,viewed,2022-07-28 19:15:30,Footwear,1
U272,39849,viewed,2022-12-08 04:38:34,Apparel,1
U121,13163,viewed,2021-08-17 23:12:11,Footwear,1
U338,17682,viewed,2022-04-07 03:54:08,Footwear,1
U309,31175,purchased,2022-02-10 07:48:01,Apparel,5
U73,4345,added_to_cart,2021-10-12 10:12:15,Footwear,3
U439,4140,added_to_cart,2022-01-07 02:40:23,Footwear,3
U356,8984,viewed,2022-10-07 13:46:14,Footwear,1
U369,37596,added_to_cart,2022-08-21 00:30:52,Apparel,3
U312,47191,purchased,2022-05-11 20:46:30,Footwear,5
U351,8331,viewed,2022-05-13 08:12:15,Apparel,1
U327,18173,added_to_cart,2022-08-17 21:55:24,Apparel,3
U321,29231,added_to_cart,2021-10-10 13:30:12,Footwear,3
U270,35712,viewed,2021-08-24 21:56:03,Footwear,1
U445,56411,purchased,2021-11-29 19:18:37,Footwear,5
U286,55651,viewed,2022-09-26 08:41:21,Footwear,1
U143,3559,added_to_cart,2021-06-08 10:42:14,Footwear,3
U282,6391,viewed,2022-04-24 18:08:45,Footwear,1
U206,37622,purchased,2022-01-06 12:43:57,Apparel,5
U497,43951,viewed,2022-01-23 17:54:40,Footwear,1
U138,50749,viewed,2021-06-21 17:50:40,Footwear,1
U378,19141,added_to_cart,2022-03-08 08:30:47,Footwear,3
U72,36314,viewed,2022-08-05 08:04:44,Apparel,1
U133,43933,viewed,2021-08-12 01:29:35,Footwear,1
